indication_id,indication_standard,category_id,indication_category,source_terms,category_confidence,category_reason,category_review_status,notes
IND0118,挫傷及腰痠背痛,CAT99,待人工確認,挫傷及腰痠背痛,LOW,同時可能屬於兩個大類，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0119,運動或身體勞動後所引起的肌肉疲勞,CAT01,肌肉骨骼疼痛與發炎,運動或身體勞動後所引起的肌肉疲勞,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0120,變形性關節炎,CAT01,肌肉骨骼疼痛與發炎,變形性關節炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0121,肌腱腱鞘炎,CAT01,肌肉骨骼疼痛與發炎,肌腱腱鞘炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0122,腱周圍炎,CAT01,肌肉骨骼疼痛與發炎,腱周圍炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0123,上腕骨上 顆炎,CAT01,肌肉骨骼疼痛與發炎,上腕骨上 顆炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0124,外傷之腫脹疼痛等上述疾患及症狀之鎮痛消炎,CAT02,外傷與軟組織損傷,外傷之腫脹疼痛等上述疾患及症狀之鎮痛消炎,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0125,上腕骨上顆炎,CAT01,肌肉骨骼疼痛與發炎,上腕骨上顆炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0126,外傷後之腫脹,CAT02,外傷與軟組織損傷,外傷後之腫脹,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0127,疼痛等上述疾患及症狀之鎮痛,CAT99,待人工確認,疼痛等上述疾患及症狀之鎮痛,LOW,適應症文字無法可靠分類，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0128,變形性關節症,CAT01,肌肉骨骼疼痛與發炎,變形性關節症,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0129,腱鞘炎,CAT01,肌肉骨骼疼痛與發炎,腱鞘炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0130,上腕骨關節炎,CAT01,肌肉骨骼疼痛與發炎,上腕骨關節炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0131,疼痛症狀的鎮痛,CAT01,肌肉骨骼疼痛與發炎,疼痛症狀的鎮痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0132,（變形關節症,CAT99,待人工確認,（變形關節症,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0133,上腕骨上髁炎,CAT01,肌肉骨骼疼痛與發炎,上腕骨上髁炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0134,痛病）,CAT99,待人工確認,痛病）,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0135,幫助戒菸,CAT05,戒菸治療,幫助戒菸,HIGH,明確為戒菸用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0136,疼痛等諸症狀的鎮痛,CAT99,待人工確認,疼痛等諸症狀的鎮痛,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0137,外傷之腫脤疼痛等上述疾患及症狀之鎮痛消炎,CAT02,外傷與軟組織損傷,外傷之腫脤疼痛等上述疾患及症狀之鎮痛消炎,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0138,凍傷骨折痛,CAT02,外傷與軟組織損傷,凍傷骨折痛,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0139,腰痛等症狀,CAT01,肌肉骨骼疼痛與發炎,腰痛等症狀,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0140,自然或手術引起之停經症候群,CAT09,荷爾蒙與生殖系統治療,自然或手術引起之停經症候群,HIGH,明確為荷爾蒙或生殖系統治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0141,停經後骨質疏鬆症之防治,CAT09,荷爾蒙與生殖系統治療,停經後骨質疏鬆症之防治,HIGH,明確為荷爾蒙或生殖系統治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0142,治療疣,CAT12,皮膚局部治療,治療疣,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0143,撞傷,CAT02,外傷與軟組織損傷,撞傷,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0144,骨關節炎（關節痛,CAT01,肌肉骨骼疼痛與發炎,骨關節炎（關節痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0145,退化性關節痛）,CAT01,肌肉骨骼疼痛與發炎,退化性關節痛）,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0146,外傷後或肌腱炎,CAT99,待人工確認,外傷後或肌腱炎,LOW,同時可能屬於兩個大類，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0147,關節周圍炎,CAT01,肌肉骨骼疼痛與發炎,關節周圍炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0148,拉傷和下背疼痛等急性肌肉骨骼損傷,CAT02,外傷與軟組織損傷,拉傷和下背疼痛等急性肌肉骨骼損傷,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0149,短期使用以緩解因發炎反應引起之局部疼痛,CAT01,肌肉骨骼疼痛與發炎,短期使用以緩解因發炎反應引起之局部疼痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0150,治療疣。,CAT12,皮膚局部治療,治療疣。,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0151,預防或緩解動暈症(暈車,CAT10,止吐與暈動症,預防或緩解動暈症(暈車,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0152,暈船,CAT10,止吐與暈動症,暈船,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0153,暈機)引起之頭暈,CAT10,止吐與暈動症,暈機)引起之頭暈,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0154,噁心,CAT10,止吐與暈動症,噁心,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0155,嘔吐,CAT10,止吐與暈動症,嘔吐,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0156,頭痛等症狀,CAT10,止吐與暈動症,頭痛等症狀,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0157,肌腱,CAT99,待人工確認,肌腱,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0158,外傷之腫脹,CAT02,外傷與軟組織損傷,外傷之腫脹,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0159,疼痛等諸症狀之鎮痛,CAT99,待人工確認,疼痛等諸症狀之鎮痛,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0160,坐骨神經痛之緩解,CAT03,神經痛與局部麻醉,坐骨神經痛之緩解,MEDIUM,明確提及神經痛，但需確認是否為概括性傳統痠痛用途,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0161,肌肉痠痛,CAT01,肌肉骨骼疼痛與發炎,肌肉痠痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0162,跌打損傷,CAT02,外傷與軟組織損傷,跌打損傷,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0163,上腕骨上踝炎,CAT01,肌肉骨骼疼痛與發炎,上腕骨上踝炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0164,外傷之腫脹疼痛等諸症狀之鎮痛,CAT02,外傷與軟組織損傷,外傷之腫脹疼痛等諸症狀之鎮痛,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0165,上脕骨上髁炎,CAT99,待人工確認,上脕骨上髁炎,LOW,適應症文字無法可靠分類，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0166,用於緩解皰疹後神經痛(Post-herpetic Neuralgia),CAT03,神經痛與局部麻醉,用於緩解皰疹後神經痛(Post-herpetic Neuralgia),HIGH,明確為局部神經痛,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0167,使用部位僅限於未受損的皮膚,CAT99,待人工確認,使用部位僅限於未受損的皮膚,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0168,筋肉傷,CAT01,肌肉骨骼疼痛與發炎,筋肉傷,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0169,需要使用類鴉片製劑控制的慢性疼痛和頑固性疼痛,CAT04,全身性疼痛控制,需要使用類鴉片製劑控制的慢性疼痛和頑固性疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0170,假牙安定劑,CAT13,其他治療用途,假牙安定劑,MEDIUM,適應症可理解但不屬於指定主要治療大類,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0171,預防及治療冠狀動脈疾病引起之狹心症發作,CAT06,心血管治療,預防及治療冠狀動脈疾病引起之狹心症發作,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0172,預防或治療冠狀動脈疾病引起之狹心症,CAT06,心血管治療,預防或治療冠狀動脈疾病引起之狹心症,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0173,預防或治療冠狀動脈疾病引起久狹心症,CAT06,心血管治療,預防或治療冠狀動脈疾病引起久狹心症,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0174,預防暈動病引起之眩暈,CAT10,止吐與暈動症,預防暈動病引起之眩暈,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0175,接觸性或皮脂溢出性皮膚炎,CAT12,皮膚局部治療,接觸性或皮脂溢出性皮膚炎,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0176,剝落性皮膚炎,CAT12,皮膚局部治療,剝落性皮膚炎,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0177,牛皮癬,CAT12,皮膚局部治療,牛皮癬,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0178,皮膚搔癢症,CAT12,皮膚局部治療,皮膚搔癢症,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0179,預防及治療冠狀和動脈疾病引起之狹心症發作,CAT06,心血管治療,預防及治療冠狀和動脈疾病引起之狹心症發作,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0180,預防狹心症之發作,CAT06,心血管治療,預防狹心症之發作,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0181,口腔粘膜潰瘍之緩解,CAT12,皮膚局部治療,口腔粘膜潰瘍之緩解,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0182,筋肉痠痛,CAT01,肌肉骨骼疼痛與發炎,筋肉痠痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0183,肩膀酸痛之鎮痛,CAT01,肌肉骨骼疼痛與發炎,肩膀酸痛之鎮痛,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0184,：變形性關節炎,CAT01,肌肉骨骼疼痛與發炎,：變形性關節炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0185,疼痛,CAT99,待人工確認,疼痛,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0186,節痛,CAT99,待人工確認,節痛,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0187,幫助戒煙,CAT05,戒菸治療,幫助戒煙,HIGH,明確為戒菸用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0188,預防及治療冠狀動脈疾病引起之狹心症,CAT06,心血管治療,預防及治療冠狀動脈疾病引起之狹心症,HIGH,明確為心血管治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0189,肌肉波榮,CAT99,待人工確認,肌肉波榮,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0190,外傷後之腫脹疼痛,CAT02,外傷與軟組織損傷,外傷後之腫脹疼痛,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0191,需要使用鴉片類製劑控制的慢性疼痛,CAT04,全身性疼痛控制,需要使用鴉片類製劑控制的慢性疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0192,自然停經或手術後引起之停經症候群,CAT09,荷爾蒙與生殖系統治療,自然停經或手術後引起之停經症候群,HIGH,明確為荷爾蒙或生殖系統治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0193,預防停經後的骨質疏鬆症,CAT09,荷爾蒙與生殖系統治療,預防停經後的骨質疏鬆症,HIGH,明確為荷爾蒙或生殖系統治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0194,短期使用於控制手術後疼痛,CAT04,全身性疼痛控制,短期使用於控制手術後疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0195,女性避孕用,CAT09,荷爾蒙與生殖系統治療,女性避孕用,HIGH,明確為荷爾蒙或生殖系統治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0196,腱？腱鞘炎,CAT01,肌肉骨骼疼痛與發炎,腱？腱鞘炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0197,外傷後之腫脹？疼痛等諸症狀的鎮痛,CAT02,外傷與軟組織損傷,外傷後之腫脹？疼痛等諸症狀的鎮痛,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0198,戒菸輔助劑,CAT05,戒菸治療,戒菸輔助劑,HIGH,明確為戒菸用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0199,切傷,CAT12,皮膚局部治療,切傷,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0200,擦傷,CAT12,皮膚局部治療,擦傷,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0201,抓傷,CAT12,皮膚局部治療,抓傷,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0202,創傷傷口之消毒保護,CAT12,皮膚局部治療,創傷傷口之消毒保護,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0203,蚊蟲叮咬,CAT12,皮膚局部治療,蚊蟲叮咬,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0204,搔癢,CAT12,皮膚局部治療,搔癢,HIGH,明確為皮膚或局部病灶治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0205,原發性帕金森氏症,CAT07,巴金森氏症與失智症,原發性帕金森氏症,HIGH,明確為巴金森氏症或失智症,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0206,需要使用類鴉片製劑控制的慢性疼痛和頑固疼痛,CAT04,全身性疼痛控制,需要使用類鴉片製劑控制的慢性疼痛和頑固疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0207,適用於緩解以下情況所產生的疼痛：頸部僵硬,CAT01,肌肉骨骼疼痛與發炎,適用於緩解以下情況所產生的疼痛：頸部僵硬,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0208,拉傷,CAT02,外傷與軟組織損傷,拉傷,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0209,瘀傷,CAT02,外傷與軟組織損傷,瘀傷,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0210,輕度至中度阿滋海默氏病之失智症,CAT07,巴金森氏症與失智症,輕度至中度阿滋海默氏病之失智症,HIGH,明確為巴金森氏症或失智症,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0211,腱‧腱鞘炎,CAT01,肌肉骨骼疼痛與發炎,腱‧腱鞘炎,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0212,外傷後之腫脹‧疼痛等諸症狀的鎮痛,CAT02,外傷與軟組織損傷,外傷後之腫脹‧疼痛等諸症狀的鎮痛,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0213,預防連續5天使用中度及/或高度致吐性化學療法療程的病人所引起的噁心及嘔吐,CAT10,止吐與暈動症,預防連續5天使用中度及/或高度致吐性化學療法療程的病人所引起的噁心及嘔吐,HIGH,明確為止吐或暈動症相關用途,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0214,頸部僵硬,CAT01,肌肉骨骼疼痛與發炎,頸部僵硬,HIGH,明確為肌肉骨骼疼痛或發炎,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0215,扭傷之疼痛緩解,CAT02,外傷與軟組織損傷,扭傷之疼痛緩解,HIGH,明確為外傷或軟組織損傷,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0216,用於緩解皰疹神經痛(post-herpetic Neuralgia),CAT03,神經痛與局部麻醉,用於緩解皰疹神經痛(post-herpetic Neuralgia),HIGH,明確為局部神經痛,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0217,在長期需要類鴉片藥物之止痛效果時,CAT04,全身性疼痛控制,在長期需要類鴉片藥物之止痛效果時,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0218,用於中度非癌症疼痛的治療,CAT04,全身性疼痛控制,用於中度非癌症疼痛的治療,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0219,舒免疼不適用於治療急性疼痛,CAT99,待人工確認,舒免疼不適用於治療急性疼痛,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0220,說明：本品療效主要建立在已使用過類鴉片止痛藥物病患或已對本藥品可耐受且有止痛反應之病患所進行之臨床試驗,CAT99,待人工確認,說明：本品療效主要建立在已使用過類鴉片止痛藥物病患或已對本藥品可耐受且有止痛反應之病患所進行之臨床試驗,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0221,需要長期全天性使用類鴉片鎮痛劑之中度至重度癌症疼痛,CAT04,全身性疼痛控制,需要長期全天性使用類鴉片鎮痛劑之中度至重度癌症疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0222,以及對非類鴉片鎮痛劑無效之重度疼痛,CAT04,全身性疼痛控制,以及對非類鴉片鎮痛劑無效之重度疼痛,HIGH,明確為全身性疼痛控制,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0223,說明：僅限使用於曾經使用過類鴉片藥物的患者,CAT99,待人工確認,說明：僅限使用於曾經使用過類鴉片藥物的患者,LOW,適應症文字過短，需人工確認,NEEDS_REVIEW,由官方適應症原文拆解，未建立疾病大類
IND0224,膀胱過動症,CAT11,泌尿與膀胱功能治療,膀胱過動症,HIGH,明確為泌尿或膀胱功能治療,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
IND0225,阿滋海默症,CAT07,巴金森氏症與失智症,阿滋海默症,HIGH,明確為巴金森氏症或失智症,CONFIRMED,由官方適應症原文拆解，未建立疾病大類
